Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Customer_Segment
39,91,1167.5,3,3,3,333,9,Champions
218,43,711.21,2,2,2,222,6,Potential Loyalist
189,88,632.95,2,3,2,232,7,Loyal Customers
70,55,453.64,3,3,2,332,8,Loyal Customers
23,1796,17851.41,4,4,4,444,12,Champions
373,2,0.0,2,1,1,211,4,Needs Attention
10,83,404.66,4,3,2,432,9,Champions
433,11,643.75,1,1,2,112,4,Needs Attention
8,175,39999.19,4,4,4,444,12,Champions
64,18,902.28,3,1,3,313,7,Loyal Customers
3,53,309.99,4,2,1,421,7,Loyal Customers
18,20,507.55,4,1,2,412,7,Loyal Customers
14,47,261.11,4,2,1,421,7,Loyal Customers
7,38,2812.77,4,2,4,424,10,Champions
19,78,784.11,4,3,2,432,9,Champions
77,57,2691.57,3,3,4,334,10,Champions
0,449,54587.03,4,4,4,444,12,Champions
420,12,149.3,1,1,1,111,3,Needs Attention
163,3,508.8,2,1,2,212,5,Potential Loyalist
306,76,626.56,2,3,2,232,7,Loyal Customers
410,48,381.15,1,2,2,122,5,Potential Loyalist
218,4,203.86999999999998,2,1,1,211,4,Needs Attention
507,3,97.5,1,1,1,111,3,Needs Attention
38,57,8529.6,3,3,4,334,10,Champions
21,138,1233.18,4,3,3,433,10,Champions
114,38,653.38,2,2,2,222,6,Potential Loyalist
539,1,-25111.09,1,1,1,111,3,Needs Attention
125,481,4677.05,2,4,4,244,10,Champions
540,12,114.85,1,1,1,111,3,Needs Attention
4,207,5047.08,4,4,4,444,12,Champions
35,46,400.57,3,2,2,322,7,Loyal Customers
3,297,46006.82,4,4,4,444,12,Champions
0,94,967.22,4,3,3,433,10,Champions
329,269,4592.1,2,4,4,244,10,Champions
411,23,552.9,1,2,2,122,5,Potential Loyalist
162,9,164.89000000000001,2,1,1,211,4,Needs Attention
184,104,7793.51,2,3,4,234,9,Champions
15,64,1214.72,4,3,3,433,10,Champions
11,85,1286.53,4,3,3,433,10,Champions
2,242,4384.98,4,4,4,444,12,Champions
404,10,560.14,1,1,2,112,4,Needs Attention
43,21,2249.52,3,1,4,314,8,Loyal Customers
79,14,507.84,3,1,2,312,6,Potential Loyalist
29,600,17221.47,3,4,4,344,11,Champions
548,16,164.18,1,1,1,111,3,Needs Attention
41,42,670.0600000000001,3,2,2,322,7,Loyal Customers
10,320,6474.92,4,4,4,444,12,Champions
49,59,1074.53,3,3,3,333,9,Champions
385,58,1059.41,1,3,3,133,7,Loyal Customers
15,233,3341.65,4,4,4,444,12,Champions
44,45,1084.17,3,2,3,323,8,Loyal Customers
427,1,-176.96,1,1,1,111,3,Needs Attention
18,43,759.17,4,2,2,422,8,Loyal Customers
3,440,7606.37,4,4,4,444,12,Champions
71,2,100.8,3,1,1,311,5,Potential Loyalist
0,748,31238.06,4,4,4,444,12,Champions
120,99,1342.16,2,3,3,233,8,Loyal Customers
32,42,735.17,3,2,2,322,7,Loyal Customers
312,43,403.3,2,2,2,222,6,Potential Loyalist
17,277,1751.39,4,4,3,443,11,Champions
87,93,569.96,3,3,2,332,8,Loyal Customers
1,138,2333.42,4,3,4,434,11,Champions
410,15,331.35,1,1,2,112,4,Needs Attention
1,21,521.31,4,1,2,412,7,Loyal Customers
529,53,373.17,1,2,2,122,5,Potential Loyalist
246,73,1412.6200000000001,2,3,3,233,8,Loyal Customers
655,8,325.74,1,1,2,112,4,Needs Attention
147,9,314.26,2,1,1,211,4,Needs Attention
731,21,293.35,1,1,1,111,3,Needs Attention
28,294,4500.7,3,4,4,344,11,Champions
219,1,534.24,2,1,2,212,5,Potential Loyalist
147,135,2940.04,2,3,4,234,9,Champions
630,1,-506.51,1,1,1,111,3,Needs Attention
176,9,120.9,2,1,1,211,4,Needs Attention
39,36,541.53,3,2,2,322,7,Loyal Customers
144,1134,10192.73,2,4,4,244,10,Champions
1,600,4935.15,4,4,4,444,12,Champions
7,448,233579.38999999998,4,4,4,444,12,Champions
0,107,1648.95,4,3,3,433,10,Champions
602,1,-227.28,1,1,1,111,3,Needs Attention
17,19,486.71999999999997,4,1,2,412,7,Loyal Customers
191,127,1532.64,2,3,3,233,8,Loyal Customers
203,8,131.7,2,1,1,211,4,Needs Attention
364,77,1225.42,2,3,3,233,8,Loyal Customers
126,72,5799.01,2,3,4,234,9,Champions
14,86,529.58,4,3,2,432,9,Champions
42,111,657.3,3,3,2,332,8,Loyal Customers
78,156,2007.4,3,4,3,343,10,Champions
22,111,757.46,4,3,2,432,9,Champions
50,28,662.94,3,2,2,322,7,Loyal Customers
15,329,2537.91,4,4,4,444,12,Champions
157,45,879.74,2,2,3,223,7,Loyal Customers
425,144,2533.64,1,3,4,134,8,Loyal Customers
9,41,763.28,4,2,2,422,8,Loyal Customers
394,4,102.6,1,1,1,111,3,Needs Attention
9,8,194.8,4,1,1,411,6,Potential Loyalist
15,277,4958.34,4,4,4,444,12,Champions
44,166,2804.87,3,4,4,344,11,Champions
474,19,321.65000000000003,1,1,1,111,3,Needs Attention
190,230,935.1,2,4,3,243,9,Champions
400,35,592.15,1,2,2,122,5,Potential Loyalist
599,6,1047.0,1,1,3,113,5,Potential Loyalist
78,14,194.37,3,1,1,311,5,Potential Loyalist
392,34,446.51,1,2,2,122,5,Potential Loyalist
612,47,1079.0,1,2,3,123,6,Potential Loyalist
407,40,1272.8,1,2,3,123,6,Potential Loyalist
632,18,389.26000000000005,1,1,2,112,4,Needs Attention
73,56,896.72,3,3,3,333,9,Champions
3,83,1249.34,4,3,3,433,10,Champions
486,54,778.19,1,3,2,132,6,Potential Loyalist
64,28,591.73,3,2,2,322,7,Loyal Customers
575,14,209.57,1,1,1,111,3,Needs Attention
737,6,-29.55,1,1,1,111,3,Needs Attention
260,24,396.87,2,2,2,222,6,Potential Loyalist
727,8,160.55,1,1,1,111,3,Needs Attention
640,18,336.5,1,1,2,112,4,Needs Attention
58,29,376.64,3,2,2,322,7,Loyal Customers
0,126,2585.06,4,3,4,434,11,Champions
0,183,5964.12,4,4,4,444,12,Champions
247,39,1122.42,2,2,3,223,7,Loyal Customers
384,8,100.91000000000001,1,1,1,111,3,Needs Attention
501,3,54.699999999999996,1,1,1,111,3,Needs Attention
7,53,759.07,4,2,2,422,8,Loyal Customers
358,74,1385.89,2,3,3,233,8,Loyal Customers
389,7,287.25,1,1,1,111,3,Needs Attention
75,17,272.22,3,1,1,311,5,Potential Loyalist
289,73,1296.84,2,3,3,233,8,Loyal Customers
16,5,1138.0,4,1,3,413,8,Loyal Customers
220,18,288.6,2,1,1,211,4,Needs Attention
8,28,689.1,4,2,2,422,8,Loyal Customers
2,38,558.96,4,2,2,422,8,Loyal Customers
205,359,9313.37,2,4,4,244,10,Champions
161,102,2435.48,2,3,4,234,9,Champions
69,16,294.29,3,1,1,311,5,Potential Loyalist
261,88,605.58,2,3,2,232,7,Loyal Customers
280,232,4546.78,2,4,4,244,10,Champions
57,369,6100.74,3,4,4,344,11,Champions
24,35,514.56,4,2,2,422,8,Loyal Customers
2,2134,171885.98,4,4,4,444,12,Champions
28,199,5432.27,3,4,4,344,11,Champions
71,18,1158.8,3,1,3,313,7,Loyal Customers
127,87,542.83,2,3,2,232,7,Loyal Customers
30,180,1617.46,3,4,3,343,10,Champions
14,196,957.55,4,4,3,443,11,Champions
308,11,153.94,2,1,1,211,4,Needs Attention
425,77,329.42,1,3,2,132,6,Potential Loyalist
16,224,5102.8,4,4,4,444,12,Champions
53,30,546.81,3,2,2,322,7,Loyal Customers
23,79,1276.81,4,3,3,433,10,Champions
1,73,1070.71,4,3,3,433,10,Champions
10,33,652.74,4,2,2,422,8,Loyal Customers
360,45,508.9,2,2,2,222,6,Potential Loyalist
359,26,1161.9,2,2,3,223,7,Loyal Customers
0,101,3676.84,4,3,4,434,11,Champions
53,49,888.86,3,2,3,323,8,Loyal Customers
0,260,3540.1,4,4,4,444,12,Champions
609,82,1240.25,1,3,3,133,7,Loyal Customers
0,559,3140.56,4,4,4,444,12,Champions
120,65,1191.22,2,3,3,233,8,Loyal Customers
385,4,65.34,1,1,1,111,3,Needs Attention
434,1,34.8,1,1,1,111,3,Needs Attention
53,92,1668.83,3,3,3,333,9,Champions
279,13,164.4,2,1,1,211,4,Needs Attention
176,16,364.83,2,1,2,212,5,Potential Loyalist
29,75,897.62,3,3,3,333,9,Champions
25,9,98.42,3,1,1,311,5,Potential Loyalist
616,152,1047.07,1,4,3,143,8,Loyal Customers
8,65,1582.1000000000001,4,3,3,433,10,Champions
509,33,124.46,1,2,1,121,4,Needs Attention
269,65,341.7,2,3,2,232,7,Loyal Customers
549,13,120.05,1,1,1,111,3,Needs Attention
389,92,960.69,1,3,3,133,7,Loyal Customers
42,278,1448.54,3,4,3,343,10,Champions
545,1,-648.05,1,1,1,111,3,Needs Attention
371,38,680.5500000000001,2,2,2,222,6,Potential Loyalist
217,53,345.0,2,2,2,222,6,Potential Loyalist
23,6,148.86,4,1,1,411,6,Potential Loyalist
196,351,2206.54,2,4,4,244,10,Champions
358,43,306.84,2,2,1,221,5,Potential Loyalist
42,162,3039.2,3,4,4,344,11,Champions
129,6,3757.6,2,1,4,214,7,Loyal Customers
0,88,1952.45,4,3,3,433,10,Champions
19,272,1057.74,4,4,3,443,11,Champions
205,14,300.67,2,1,1,211,4,Needs Attention
13,35,575.46,4,2,2,422,8,Loyal Customers
392,28,259.17,1,2,1,121,4,Needs Attention
512,12,167.62,1,1,1,111,3,Needs Attention
94,56,1895.8,3,3,3,333,9,Champions
18,203,722.34,4,4,2,442,10,Champions
13,64,1107.38,4,3,3,433,10,Champions
577,35,309.28000000000003,1,2,1,121,4,Needs Attention
23,49,454.01,4,2,2,422,8,Loyal Customers
586,30,131.83,1,2,1,121,4,Needs Attention
7,152,901.21,4,4,3,443,11,Champions
6,235,5037.11,4,4,4,444,12,Champions
632,65,382.79,1,3,2,132,6,Potential Loyalist
331,29,344.14,2,2,2,222,6,Potential Loyalist
380,2,0.0,2,1,1,211,4,Needs Attention
49,353,1703.75,3,4,3,343,10,Champions
70,36,723.01,3,2,2,322,7,Loyal Customers
28,26,362.9,3,2,2,322,7,Loyal Customers
242,8,185.65,2,1,1,211,4,Needs Attention
666,5,171.7,1,1,1,111,3,Needs Attention
7,935,8885.66,4,4,4,444,12,Champions
644,21,348.75,1,1,2,112,4,Needs Attention
190,70,1003.73,2,3,3,233,8,Loyal Customers
4,96,744.58,4,3,2,432,9,Champions
252,95,545.27,2,3,2,232,7,Loyal Customers
0,881,18247.47,4,4,4,444,12,Champions
235,125,1433.7,2,3,3,233,8,Loyal Customers
559,7,135.95,1,1,1,111,3,Needs Attention
6,125,5294.42,4,3,4,434,11,Champions
108,397,2093.3,2,4,3,243,9,Champions
618,8,167.4,1,1,1,111,3,Needs Attention
627,43,181.66,1,2,1,121,4,Needs Attention
99,75,2901.65,2,3,4,234,9,Champions
59,1353,13904.82,3,4,4,344,11,Champions
1,201,1479.22,4,4,3,443,11,Champions
72,269,2765.7200000000003,3,4,4,344,11,Champions
738,26,0.0,1,2,1,121,4,Needs Attention
3,419,8044.0,4,4,4,444,12,Champions
84,104,2497.88,3,3,4,334,10,Champions
11,83,388.79,4,3,2,432,9,Champions
22,559,4907.32,4,4,4,444,12,Champions
213,134,3425.29,2,3,4,234,9,Champions
380,10,409.98,2,1,2,212,5,Potential Loyalist
464,5,44.55,1,1,1,111,3,Needs Attention
17,13,161.67000000000002,4,1,1,411,6,Potential Loyalist
238,76,421.48,2,3,2,232,7,Loyal Customers
1,937,7337.43,4,4,4,444,12,Champions
49,116,120.01000000000002,3,3,1,331,7,Loyal Customers
216,210,945.9300000000001,2,4,3,243,9,Champions
589,13,160.75,1,1,1,111,3,Needs Attention
736,6,87.30000000000001,1,1,1,111,3,Needs Attention
375,22,333.81,2,2,2,222,6,Potential Loyalist
32,169,498.53,3,4,2,342,9,Champions
40,392,1758.99,3,4,3,343,10,Champions
539,172,1427.84,1,4,3,143,8,Loyal Customers
3,1133,8205.38,4,4,4,444,12,Champions
52,368,5156.14,3,4,4,344,11,Champions
22,319,4509.37,4,4,4,444,12,Champions
56,100,390.07,3,3,2,332,8,Loyal Customers
129,60,725.7,2,3,2,232,7,Loyal Customers
173,5,1060.8,2,1,3,213,6,Potential Loyalist
558,21,237.28,1,1,1,111,3,Needs Attention
5,380,4047.94,4,4,4,444,12,Champions
311,77,218.52,2,3,1,231,6,Potential Loyalist
59,4,81.44,3,1,1,311,5,Potential Loyalist
20,68,3029.32,4,3,4,434,11,Champions
596,39,1125.17,1,2,3,123,6,Potential Loyalist
32,196,2383.67,3,4,4,344,11,Champions
14,97,1568.63,4,3,3,433,10,Champions
17,703,6067.8,4,4,4,444,12,Champions
602,18,254.0,1,1,1,111,3,Needs Attention
478,11,285.11,1,1,1,111,3,Needs Attention
80,5,75.75,3,1,1,311,5,Potential Loyalist
5,157,2425.52,4,4,4,444,12,Champions
169,26,503.59999999999997,2,2,2,222,6,Potential Loyalist
1,69,998.49,4,3,3,433,10,Champions
716,2,-12.7,1,1,1,111,3,Needs Attention
30,103,1974.89,3,3,3,333,9,Champions
35,297,2361.9700000000003,3,4,4,344,11,Champions
423,75,1256.83,1,3,3,133,7,Loyal Customers
8,24,265.93,4,2,1,421,7,Loyal Customers
30,35,547.0600000000001,3,2,2,322,7,Loyal Customers
646,3,842.4,1,1,2,112,4,Needs Attention
275,79,615.17,2,3,2,232,7,Loyal Customers
86,68,3107.59,3,3,4,334,10,Champions
738,1,-6.95,1,1,1,111,3,Needs Attention
119,108,1824.49,2,3,3,233,8,Loyal Customers
372,39,541.25,2,2,2,222,6,Potential Loyalist
0,344,5864.54,4,4,4,444,12,Champions
727,1,-9.9,1,1,1,111,3,Needs Attention
218,214,4094.1600000000003,2,4,4,244,10,Champions
64,12,331.65999999999997,3,1,2,312,6,Potential Loyalist
60,126,2208.42,3,3,4,334,10,Champions
134,101,1542.44,2,3,3,233,8,Loyal Customers
20,8,166.08,4,1,1,411,6,Potential Loyalist
11,341,5632.59,4,4,4,444,12,Champions
24,270,4737.13,4,4,4,444,12,Champions
28,50,1175.88,3,2,3,323,8,Loyal Customers
276,22,117.55,2,2,1,221,5,Potential Loyalist
10,122,3585.28,4,3,4,434,11,Champions
72,82,1674.69,3,3,3,333,9,Champions
429,7,126.0,1,1,1,111,3,Needs Attention
10,23,485.88,4,2,2,422,8,Loyal Customers
3,208,3784.13,4,4,4,444,12,Champions
140,89,359.47,2,3,2,232,7,Loyal Customers
640,1,-54.0,1,1,1,111,3,Needs Attention
661,15,412.92,1,1,2,112,4,Needs Attention
25,249,5081.04,3,4,4,344,11,Champions
18,80,1166.23,4,3,3,433,10,Champions
492,19,563.1,1,1,2,112,4,Needs Attention
3,44,2047.8,4,2,3,423,9,Champions
65,235,3883.8,3,4,4,344,11,Champions
0,15,347.75,4,1,2,412,7,Loyal Customers
42,144,6142.35,3,3,4,334,10,Champions
227,11,205.7,2,1,1,211,4,Needs Attention
15,100,2114.71,4,3,3,433,10,Champions
43,211,5707.08,3,4,4,344,11,Champions
0,522,4216.33,4,4,4,444,12,Champions
73,38,851.7,3,2,3,323,8,Loyal Customers
0,1164,37605.840000000004,4,4,4,444,12,Champions
3,169,2722.52,4,4,4,444,12,Champions
1,761,35866.63,4,4,4,444,12,Champions
263,29,579.81,2,2,2,222,6,Potential Loyalist
52,105,3166.56,3,3,4,334,10,Champions
23,21,462.5,4,1,2,412,7,Loyal Customers
596,15,529.6,1,1,2,112,4,Needs Attention
9,239,4441.78,4,4,4,444,12,Champions
385,46,819.01,1,2,2,122,5,Potential Loyalist
43,15,239.41,3,1,1,311,5,Potential Loyalist
16,215,5928.17,4,4,4,444,12,Champions
6,429,8296.81,4,4,4,444,12,Champions
420,26,432.68,1,2,2,122,5,Potential Loyalist
374,20,286.5,2,1,1,211,4,Needs Attention
387,22,317.08,1,2,1,121,4,Needs Attention
29,385,7438.6,3,4,4,344,11,Champions
357,53,769.85,2,2,2,222,6,Potential Loyalist
126,164,2962.4,2,4,4,244,10,Champions
135,18,187.02,2,1,1,211,4,Needs Attention
141,81,1695.97,2,3,3,233,8,Loyal Customers
131,62,1720.54,2,3,3,233,8,Loyal Customers
37,400,7380.89,3,4,4,344,11,Champions
235,19,338.95,2,1,2,212,5,Potential Loyalist
260,8,154.95,2,1,1,211,4,Needs Attention
476,19,442.0,1,1,2,112,4,Needs Attention
16,368,6630.87,4,4,4,444,12,Champions
252,24,417.95,2,2,2,222,6,Potential Loyalist
29,168,2911.79,3,4,4,344,11,Champions
34,78,1094.84,3,3,3,333,9,Champions
168,31,885.19,2,2,3,223,7,Loyal Customers
2,125,2041.5,4,3,3,433,10,Champions
3,802,19543.9,4,4,4,444,12,Champions
184,25,605.0500000000001,2,2,2,222,6,Potential Loyalist
187,74,887.9300000000001,2,3,3,233,8,Loyal Customers
169,40,671.01,2,2,2,222,6,Potential Loyalist
423,20,293.5,1,1,1,111,3,Needs Attention
10,23,385.1,4,2,2,422,8,Loyal Customers
44,29,522.91,3,2,2,322,7,Loyal Customers
381,76,1198.09,1,3,3,133,7,Loyal Customers
320,85,1376.58,2,3,3,233,8,Loyal Customers
200,2,489.59999999999997,2,1,2,212,5,Potential Loyalist
22,614,15671.32,4,4,4,444,12,Champions
420,26,376.92,1,2,2,122,5,Potential Loyalist
231,24,386.98,2,2,2,222,6,Potential Loyalist
37,278,5367.8,3,4,4,344,11,Champions
25,136,2715.06,3,3,4,334,10,Champions
658,11,307.21000000000004,1,1,1,111,3,Needs Attention
95,224,4386.96,3,4,4,344,11,Champions
126,12,3378.4000000000005,2,1,4,214,7,Loyal Customers
57,45,995.6500000000001,3,2,3,323,8,Loyal Customers
15,198,3371.13,4,4,4,444,12,Champions
394,65,1089.56,1,3,3,133,7,Loyal Customers
8,67,1042.55,4,3,3,433,10,Champions
3,251,3861.13,4,4,4,444,12,Champions
595,23,438.65000000000003,1,2,2,122,5,Potential Loyalist
2,317,7757.35,4,4,4,444,12,Champions
78,115,1347.08,3,3,3,333,9,Champions
372,143,2448.14,2,3,4,234,9,Champions
38,35,692.19,3,2,2,322,7,Loyal Customers
53,86,1442.32,3,3,3,333,9,Champions
1,901,17162.58,4,4,4,444,12,Champions
8,26,337.49,4,2,2,422,8,Loyal Customers
8,10,168.24,4,1,1,411,6,Potential Loyalist
18,233,4145.36,4,4,4,444,12,Champions
11,152,7718.14,4,4,4,444,12,Champions
388,9,426.9,1,1,2,112,4,Needs Attention
406,6,101.1,1,1,1,111,3,Needs Attention
112,85,2098.48,2,3,3,233,8,Loyal Customers
441,5,208.85,1,1,1,111,3,Needs Attention
3,152,2617.82,4,4,4,444,12,Champions
477,28,600.34,1,2,2,122,5,Potential Loyalist
234,40,873.4300000000001,2,2,3,223,7,Loyal Customers
99,2,64.65,2,1,1,211,4,Needs Attention
526,17,358.15,1,1,2,112,4,Needs Attention
177,57,1026.18,2,3,3,233,8,Loyal Customers
4,193,1797.57,4,4,3,443,11,Champions
420,32,157.85999999999999,1,2,1,121,4,Needs Attention
358,1,80.64,2,1,1,211,4,Needs Attention
463,73,388.06,1,3,2,132,6,Potential Loyalist
0,232,4509.39,4,4,4,444,12,Champions
423,10,-72.23,1,1,1,111,3,Needs Attention
375,85,733.7,2,3,2,232,7,Loyal Customers
0,1315,9342.84,4,4,4,444,12,Champions
18,536,5012.53,4,4,4,444,12,Champions
16,138,1276.91,4,3,3,433,10,Champions
21,77,911.68,4,3,3,433,10,Champions
32,19,712.78,3,1,2,312,6,Potential Loyalist
455,17,129.75,1,1,1,111,3,Needs Attention
262,20,51.15,2,1,1,211,4,Needs Attention
50,159,1623.64,3,4,3,343,10,Champions
158,83,530.8,2,3,2,232,7,Loyal Customers
380,22,299.61,2,2,1,221,5,Potential Loyalist
14,39,413.05,4,2,2,422,8,Loyal Customers
7,191,3504.56,4,4,4,444,12,Champions
12,603,6994.66,4,4,4,444,12,Champions
198,38,1143.27,2,2,3,223,7,Loyal Customers
56,69,387.41,3,3,2,332,8,Loyal Customers
10,105,384.77,4,3,2,432,9,Champions
513,56,585.27,1,3,2,132,6,Potential Loyalist
96,414,2945.7,2,4,4,244,10,Champions
254,3,56.4,2,1,1,211,4,Needs Attention
386,85,331.81,1,3,2,132,6,Potential Loyalist
24,194,665.86,4,4,2,442,10,Champions
661,10,197.70000000000002,1,1,1,111,3,Needs Attention
20,84,642.17,4,3,2,432,9,Champions
666,81,352.91,1,3,2,132,6,Potential Loyalist
158,12,188.02,2,1,1,211,4,Needs Attention
382,29,679.02,1,2,2,122,5,Potential Loyalist
71,92,379.91,3,3,2,332,8,Loyal Customers
549,23,112.86,1,2,1,121,4,Needs Attention
52,51,403.38,3,2,2,322,7,Loyal Customers
84,72,278.74,3,3,1,331,7,Loyal Customers
152,165,2601.4700000000003,2,4,4,244,10,Champions
73,5,1117.9,3,1,3,313,7,Loyal Customers
280,29,397.15,2,2,2,222,6,Potential Loyalist
26,304,2783.61,3,4,4,344,11,Champions
29,10,106.1,3,1,1,311,5,Potential Loyalist
466,53,370.05,1,2,2,122,5,Potential Loyalist
24,58,323.04,4,3,1,431,8,Loyal Customers
686,7,147.3,1,1,1,111,3,Needs Attention
179,46,350.39,2,2,2,222,6,Potential Loyalist
39,225,1361.99,3,4,3,343,10,Champions
21,275,1985.87,4,4,3,443,11,Champions
581,49,183.09,1,2,1,121,4,Needs Attention
21,933,6216.74,4,4,4,444,12,Champions
36,104,1199.01,3,3,3,333,9,Champions
450,86,795.78,1,3,2,132,6,Potential Loyalist
81,559,4915.84,3,4,4,344,11,Champions
391,27,184.66,1,2,1,121,4,Needs Attention
375,93,380.13,2,3,2,232,7,Loyal Customers
73,11,927.03,3,1,3,313,7,Loyal Customers
10,43,546.04,4,2,2,422,8,Loyal Customers
394,89,437.87,1,3,2,132,6,Potential Loyalist
548,33,262.64,1,2,1,121,4,Needs Attention
15,117,10498.85,4,3,4,434,11,Champions
668,57,344.86,1,3,2,132,6,Potential Loyalist
3,1204,9448.53,4,4,4,444,12,Champions
12,233,1165.8899999999999,4,4,3,443,11,Champions
13,378,1714.6,4,4,3,443,11,Champions
374,146,1617.32,2,4,3,243,9,Champions
392,13,591.96,1,1,2,112,4,Needs Attention
36,55,112.32,3,3,1,331,7,Loyal Customers
3,140,801.15,4,3,2,432,9,Champions
737,46,130.18,1,2,1,121,4,Needs Attention
71,102,6568.719999999999,3,3,4,334,10,Champions
190,47,159.51,2,2,1,221,5,Potential Loyalist
405,6,334.62,1,1,2,112,4,Needs Attention
419,176,2188.5,1,4,4,144,9,Champions
420,110,494.25,1,3,2,132,6,Potential Loyalist
50,13,298.4,3,1,1,311,5,Potential Loyalist
598,28,731.96,1,2,2,122,5,Potential Loyalist
373,34,134.59,2,2,1,221,5,Potential Loyalist
4,289,2381.3,4,4,4,444,12,Champions
8,82,1599.97,4,3,3,433,10,Champions
298,172,4680.42,2,4,4,244,10,Champions
1,23,398.7,4,2,2,422,8,Loyal Customers
32,2,35.400000000000006,3,1,1,311,5,Potential Loyalist
49,61,155.37,3,3,1,331,7,Loyal Customers
722,32,342.36,1,2,2,122,5,Potential Loyalist
414,59,730.47,1,3,2,132,6,Potential Loyalist
2,61,350.64,4,3,2,432,9,Champions
46,24,110.21000000000001,3,2,1,321,6,Potential Loyalist
41,172,1560.53,3,4,3,343,10,Champions
26,326,6239.55,3,4,4,344,11,Champions
41,56,338.8,3,3,2,332,8,Loyal Customers
443,55,185.72,1,3,1,131,5,Potential Loyalist
1,13097,69516.19,4,4,4,444,12,Champions
601,18,430.69,1,1,2,112,4,Needs Attention
302,64,326.23,2,3,2,232,7,Loyal Customers
106,5,51.559999999999995,2,1,1,211,4,Needs Attention
554,48,598.19,1,2,2,122,5,Potential Loyalist
84,1,2033.1,3,1,3,313,7,Loyal Customers
515,9,129.69,1,1,1,111,3,Needs Attention
80,169,3638.15,3,4,4,344,11,Champions
217,50,1063.76,2,2,3,223,7,Loyal Customers
301,2827,55703.130000000005,2,4,4,244,10,Champions
421,237,1563.34,1,4,3,143,8,Loyal Customers
11,110,663.21,4,3,2,432,9,Champions
406,106,1608.19,1,3,3,133,7,Loyal Customers
184,120,1071.45,2,3,3,233,8,Loyal Customers
372,34,417.94,2,2,2,222,6,Potential Loyalist
1,17,1393.79,4,1,3,413,8,Loyal Customers
2,62,28566.54,4,3,4,434,11,Champions
5,397,12723.3,4,4,4,444,12,Champions
304,25,148.21,2,2,1,221,5,Potential Loyalist
368,232,1015.54,2,4,3,243,9,Champions
2,573,5064.59,4,4,4,444,12,Champions
323,102,1279.09,2,3,3,233,8,Loyal Customers
58,276,5745.2,3,4,4,344,11,Champions
12,145,924.32,4,4,3,443,11,Champions
30,1062,25649.05,3,4,4,344,11,Champions
142,27,1131.0,2,2,3,223,7,Loyal Customers
29,163,895.78,3,4,3,343,10,Champions
385,19,234.65,1,1,1,111,3,Needs Attention
106,98,1036.16,2,3,3,233,8,Loyal Customers
1,283,3103.2,4,4,4,444,12,Champions
204,85,1118.99,2,3,3,233,8,Loyal Customers
381,15,235.87,1,1,1,111,3,Needs Attention
79,188,6229.56,3,4,4,344,11,Champions
184,47,658.26,2,2,2,222,6,Potential Loyalist
687,26,167.1,1,2,1,121,4,Needs Attention
399,4,3424.02,1,1,4,114,6,Potential Loyalist
169,12,237.61,2,1,1,211,4,Needs Attention
43,85,1412.33,3,3,3,333,9,Champions
173,6,178.51999999999998,2,1,1,211,4,Needs Attention
364,45,824.9200000000001,2,2,2,222,6,Potential Loyalist
303,8,133.35000000000002,2,1,1,211,4,Needs Attention
378,56,313.46,2,3,1,231,6,Potential Loyalist
2,177,979.95,4,4,3,443,11,Champions
3,489,3028.89,4,4,4,444,12,Champions
11,64,190.19,4,3,1,431,8,Loyal Customers
31,176,1598.43,3,4,3,343,10,Champions
128,10,111.35,2,1,1,211,4,Needs Attention
18,206,1318.9,4,4,3,443,11,Champions
211,122,774.87,2,3,2,232,7,Loyal Customers
322,94,602.09,2,3,2,232,7,Loyal Customers
161,34,203.85999999999999,2,2,1,221,5,Potential Loyalist
55,28,244.1,3,2,1,321,6,Potential Loyalist
224,16,112.25,2,1,1,211,4,Needs Attention
71,430,2397.66,3,4,4,344,11,Champions
43,16,98.0,3,1,1,311,5,Potential Loyalist
22,2,256.32,4,1,1,411,6,Potential Loyalist
172,348,2534.0,2,4,4,244,10,Champions
84,50,299.18,3,2,1,321,6,Potential Loyalist
158,32,155.8,2,2,1,221,5,Potential Loyalist
164,11,15.0,2,1,1,211,4,Needs Attention
28,22,260.08,3,2,1,321,6,Potential Loyalist
546,24,216.39999999999998,1,2,1,121,4,Needs Attention
393,45,381.09000000000003,1,2,2,122,5,Potential Loyalist
20,39,178.92,4,2,1,421,7,Loyal Customers
70,172,2374.22,3,4,4,344,11,Champions
246,12,72.9,2,1,1,211,4,Needs Attention
